aaer_event_key,url,fraud_flag
812,https://www.sec.gov/litigation/admin/34-42047.htm,0
813,https://www.sec.gov/litigation/admin/34-42438.htm,0
814,https://www.sec.gov/litigation/litreleases/lr16457.htm,1
815,https://www.sec.gov/litigation/litreleases/lr16480.htm,1
816,https://www.sec.gov/litigation/admin/33-7851.htm,1
817,https://www.sec.gov/litigation/admin/34-42695.htm,0
818,https://www.sec.gov/litigation/admin/34-42813.htm,0
819,https://www.sec.gov/litigation/admin/33-7859.htm,1
820,https://www.sec.gov/litigation/admin/34-42399.htm,1
833,https://www.sec.gov/litigation/litreleases/lr18189.htm,1
838,https://www.sec.gov/litigation/admin/34-42096.htm,1
839,https://www.sec.gov/litigation/litreleases/lr16347.htm,1
840,https://www.sec.gov/litigation/litreleases/lr16627.htm,1
841,https://www.sec.gov/litigation/admin/34-43071.htm,0
842,https://www.sec.gov/litigation/admin/34-43123.htm,1
843,https://www.sec.gov/litigation/admin/34-43160.htm,0
844,https://www.sec.gov/litigation/litreleases/lr16663.htm,1
845,https://www.sec.gov/litigation/opinions/34-43235.htm,1
846,https://www.sec.gov/litigation/litreleases/lr16692.htm,1
847,https://www.sec.gov/litigation/litreleases/lr16702.htm,1
848,https://www.sec.gov/litigation/litreleases/lr16722.htm,1
849,https://www.sec.gov/litigation/litreleases/lr16725.htm,1
850,https://www.sec.gov/litigation/admin/33-7903.htm,1
851,https://www.sec.gov/litigation/litreleases/lr16751.htm,1
852,https://www.sec.gov/litigation/admin/34-43416.htm,0
853,https://www.sec.gov/litigation/admin/34-43445.htm,0
854,https://www.sec.gov/litigation/litreleases/lr16792.htm,1
855,https://www.sec.gov/litigation/admin/34-43570.htm,0
856,https://www.sec.gov/litigation/admin/33-7916.htm,1
857,https://www.sec.gov/litigation/admin/33-7917.htm,1
858,https://www.sec.gov/litigation/admin/34-43962.htm,0
859,https://www.sec.gov/litigation/admin/34-44130.htm,0
860,https://www.sec.gov/litigation/litreleases/lr16962.htm,1
861,https://www.sec.gov/litigation/litreleases/lr16964.htm,0
862,https://www.sec.gov/litigation/admin/34-44193.htm,0
863,https://www.sec.gov/litigation/litreleases/lr16975.htm,1
864,https://www.sec.gov/litigation/admin/34-44229.htm,1
865,https://www.sec.gov/litigation/admin/34-44308.htm,0
866,https://www.sec.gov/litigation/admin/34-44346.htm,0
867,https://www.sec.gov/litigation/litreleases/lr17042.htm,1
868,https://www.sec.gov/litigation/admin/34-44761.htm,1
869,https://www.sec.gov/litigation/admin/34-44764.htm,1
870,https://www.sec.gov/litigation/admin/33-8001.htm,1
871,https://www.sec.gov/litigation/admin/34-44784.htm,0
872,https://www.sec.gov/litigation/admin/34-42781.htm,0
874,https://www.sec.gov/litigation/admin/34-44613.htm,0
875,https://www.sec.gov/litigation/litreleases/lr17309.htm,0
876,https://www.sec.gov/litigation/admin/34-44444.htm,0
877,https://www.sec.gov/litigation/admin/34-45458.htm,0
878,https://www.sec.gov/litigation/litreleases/lr17398.htm,1
879,https://www.sec.gov/litigation/admin/34-46953.htm,1
880,https://www.sec.gov/litigation/admin/34-46979.htm,0
881,https://www.sec.gov/litigation/admin/34-45611.htm,1
882,https://www.sec.gov/litigation/litreleases/lr17979.htm,1
883,https://www.sec.gov/litigation/admin/33-8196.htm,1
884,https://www.sec.gov/litigation/admin/34-47439.htm,0
885,https://www.sec.gov/litigation/admin/34-47454.htm,1
886,https://www.sec.gov/litigation/admin/34-47473.htm,1
887,https://www.sec.gov/litigation/litreleases/lr18022.htm,1
888,https://www.sec.gov/litigation/litreleases/lr18020.htm,0
889,https://www.sec.gov/litigation/litreleases/lr18058.htm,1
890,https://www.sec.gov/litigation/admin/34-47727.htm,0
891,https://www.sec.gov/litigation/litreleases/lr18120.htm,1
892,https://www.sec.gov/litigation/admin/34-45666.htm,1
893,https://www.sec.gov/litigation/litreleases/lr17458.htm,1
894,https://www.sec.gov/litigation/admin/34-47802.htm,0
895,https://www.sec.gov/litigation/admin/34-47808.htm,1
896,https://www.sec.gov/litigation/litreleases/lr17484.htm,1
897,https://www.sec.gov/litigation/admin/33-8232.htm,1
898,https://www.sec.gov/litigation/litreleases/lr18136.htm,1
899,https://www.sec.gov/litigation/admin/34-47860.htm,0
900,https://www.sec.gov/litigation/litreleases/lr18139.htm,1
901,https://www.sec.gov/litigation/litreleases/lr17366.htm,0
902,https://www.sec.gov/litigation/litreleases/lr17722.htm,1
903,https://www.sec.gov/litigation/admin/34-46322.htm,1
904,https://www.sec.gov/litigation/admin/34-46273.htm,0
905,https://www.sec.gov/litigation/admin/34-46215.htm,0
906,https://www.sec.gov/litigation/litreleases/lr17578.htm,1
907,https://www.sec.gov/litigation/admin/34-46099.htm,1
908,https://www.sec.gov/litigation/admin/33-8104.htm,1
909,https://www.sec.gov/litigation/litreleases/lr16888.htm,1
910,https://www.sec.gov/litigation/litreleases/lr17859a.htm,1
911,https://www.sec.gov/litigation/litreleases/lr17692.htm,1
912,https://www.sec.gov/litigation/litreleases/lr18469.htm,1
913,https://www.sec.gov/litigation/admin/34-48901.htm,0
914,https://www.sec.gov/litigation/admin/34-48546.htm,0
915,https://www.sec.gov/litigation/litreleases/lr18504.htm,0
916,https://www.sec.gov/litigation/admin/34-48549.htm,0
917,https://www.sec.gov/litigation/litreleases/lr18371.htm,1
918,https://www.sec.gov/litigation/litreleases/lr18382.htm,1
919,https://www.sec.gov/litigation/admin/34-48580.htm,0
920,https://www.sec.gov/litigation/litreleases/lr18388.htm,1
921,https://www.sec.gov/litigation/admin/34-48608.htm,0
922,https://www.sec.gov/litigation/admin/34-48629.htm,0
923,https://www.sec.gov/litigation/admin/34-48654.htm,0
924,https://www.sec.gov/litigation/admin/34-48951.htm,0
925,https://www.sec.gov/litigation/admin/34-48638.htm,0
926,https://www.sec.gov/litigation/admin/34-48961.htm,0
927,https://www.sec.gov/litigation/admin/34-48962.htm,0
928,https://www.sec.gov/litigation/admin/34-48783.htm,0
929,https://www.sec.gov/litigation/litreleases/lr18523.htm,1
930,https://www.sec.gov/litigation/litreleases/lr18527.htm,1
931,https://www.sec.gov/litigation/litreleases/lr18199.htm,1
936,https://www.sec.gov/litigation/admin/34-48182.htm,1
937,https://www.sec.gov/litigation/litreleases/lr18229.htm,1
938,https://www.sec.gov/litigation/admin/34-48214.htm,0
939,https://www.sec.gov/litigation/admin/33-8259.htm,0
940,https://www.sec.gov/litigation/litreleases/lr18271.htm,0
941,https://www.sec.gov/litigation/litreleases/lr18275.htm,1
942,https://www.sec.gov/litigation/admin/34-48296.htm,0
943,https://www.sec.gov/litigation/admin/33-7994.htm,1
944,https://www.sec.gov/litigation/admin/34-48330.htm,1
945,https://www.sec.gov/litigation/admin/34-45941.htm,1
946,https://www.sec.gov/litigation/admin/34-43724.htm,0
947,https://www.sec.gov/litigation/admin/34-46052.htm,1
948,https://www.sec.gov/litigation/litreleases/lr18000.htm,1
949,https://www.sec.gov/litigation/litreleases/lr16835.htm,1
950,https://www.sec.gov/litigation/admin/34-43809.htm,0
951,https://www.sec.gov/litigation/litreleases/lr16866.htm,1
952,https://www.sec.gov/litigation/admin/33-7953.htm,1
953,https://www.sec.gov/litigation/admin/34-48480.htm,0
954,https://www.sec.gov/litigation/litreleases/lr18374.htm,0
955,https://www.sec.gov/litigation/admin/33-8296.htm,1
956,https://www.sec.gov/litigation/litreleases/lr18387.htm,1
957,https://www.sec.gov/litigation/admin/34-46954.htm,1
958,https://www.sec.gov/litigation/admin/34-47894.htm,0
959,https://www.sec.gov/litigation/admin/34-47907.htm,1
960,https://www.sec.gov/litigation/admin/34-47997.htm,0
961,https://www.sec.gov/litigation/litreleases/lr18201.htm,1
962,https://www.sec.gov/litigation/admin/34-44264.htm,0
963,https://www.sec.gov/litigation/litreleases/lr16738.htm,1
965,https://www.sec.gov/litigation/admin/34-43761.htm,0
966,https://www.sec.gov/litigation/opinions/34-43862.htm,1
967,https://www.sec.gov/litigation/litreleases/lr18464.htm,1
968,https://www.sec.gov/litigation/admin/34-44072.htm,1
