"aaer_event_key","first_release_url","most_recent_release_url"
623,"https://www.sec.gov/litigation/litreleases/lr17291.htm","https://www.sec.gov/litigation/admin/2008/34-58280.pdf"
624,"https://www.sec.gov/litigation/admin/34-45279.htm","https://www.sec.gov/litigation/litreleases/lr17310.htm"
625,"https://www.sec.gov/litigation/litreleases/lr17292.htm","https://www.sec.gov/litigation/admin/34-46033.htm"
626,"https://www.sec.gov/litigation/litreleases/lr17297.htm","https://www.sec.gov/litigation/litreleases/lr17297.htm"
627,"https://www.sec.gov/litigation/litreleases/lr17002.htm","https://www.sec.gov/litigation/admin/34-45159.htm"
628,"https://www.sec.gov/litigation/admin/34-42587.htm","https://www.sec.gov/litigation/litreleases/lr17262.htm"
629,"https://www.sec.gov/litigation/admin/34-45135.htm","https://www.sec.gov/litigation/admin/34-45135.htm"
630,"https://www.sec.gov/litigation/litreleases/lr16730.htm","https://www.sec.gov/litigation/litreleases/lr17250.htm"
631,"https://www.sec.gov/litigation/litreleases/lr17204.htm","https://www.sec.gov/litigation/litreleases/lr17204.htm"
632,"https://www.sec.gov/litigation/investreport/34-44969.htm","https://www.sec.gov/litigation/admin/34-44970.htm"
633,"https://www.sec.gov/litigation/admin/33-8025.htm","https://www.sec.gov/litigation/litreleases/lr19413.htm"
634,"https://www.sec.gov/litigation/litreleases/lr17167.htm","https://www.sec.gov/litigation/litreleases/lr17196.htm"
635,"https://www.sec.gov/litigation/admin/34-44902.htm","https://www.sec.gov/litigation/litreleases/lr17169.htm"
636,"https://www.sec.gov/litigation/litreleases/lr16734.htm","https://www.sec.gov/litigation/litreleases/lr18370.htm"
637,"https://www.sec.gov/litigation/litreleases/lr16728.htm","https://www.sec.gov/litigation/litreleases/lr17564.htm"
638,"https://www.sec.gov/litigation/admin/34-44816.htm","https://www.sec.gov/litigation/litreleases/lr18171.htm"
